id,ID,food,Caloric Value,Protein,Carbohydrates,Fat,Sugars
478,158,butterbur,4,0.1,0.5,0.2,0.0
479,159,wasabi root,142,6.2,30.6,0.8,0.0
480,160,rosemary dried,4,0.081,0.8,0.2,0.0
481,161,ginger root,2,0.068,0.4,0.028,0.019
482,162,white pepper,7,0.2,1.6,0.0,0.0
483,163,cloves ground,6,0.1,1.4,0.3,0.028
484,164,paprika,19,1.0,3.7,0.9,0.7
485,165,mace ground,25,0.4,2.7,1.7,0.0
486,166,bay leaf,2,0.086,0.4,0.042,0.0
487,167,eppaw,150,4.6,31.7,1.8,0.0
488,168,tarragon dried,2,0.1,0.3,0.047,0.0
489,169,ginger ground,6,0.2,1.3,0.043,0.067
490,170,savory ground,4,0.074,1.0,0.029,0.0
491,171,black pepper,6,0.2,1.5,0.006,0.08
492,172,spearmint fresh,3,0.2,0.5,0.089,0.0
493,173,poultry seasoning,14,0.4,2.9,0.3,0.1
494,174,nutmeg ground,12,0.1,1.1,0.8,0.6
495,175,curry powder,20,0.8,3.7,0.9,0.2
496,176,peppermint,1,0.038,0.2,0.004,0.0
497,177,salt,0,0.0,0.0,0.0,0.0
498,178,coriander leaves dried,2,0.1,0.3,0.098,0.045
499,179,sage ground,2,0.058,0.4,0.046,0.052
500,180,garlic powder,10,0.5,2.3,0.029,0.068
501,181,dill weed fresh,4,0.3,0.6,0.063,0.0
502,182,cardamom,6,0.2,1.4,0.1,0.0
503,183,saffron,2,0.071,0.5,0.092,0.0
504,184,allspice ground,5,0.1,1.4,0.2,0.0
505,185,parsley fresh,1,0.1,0.2,0.078,0.001
506,186,oregano dried,265,9.0,68.9,4.3,4.1
507,187,marjoram dried,5,0.2,1.0,0.1,0.077
508,188,chives raw,1,0.03,0.1,0.088,0.02
509,189,fireweed leaves,24,1.1,4.4,0.6,0.0
510,190,rosemary fresh,1,0.005,0.1,0.1,0.0
511,191,garlic,4,0.2,0.9,0.026,0.043
512,192,cinnamon ground,6,0.1,2.1,0.044,0.066
513,193,chervil dried,5,0.4,0.9,0.002,0.0
514,194,cayenne pepper,1,0.039,0.2,0.094,0.089
515,195,turmeric ground,8,0.2,1.4,0.2,0.062
516,196,mustard,3,0.2,0.3,0.2,0.048
517,197,chili powder,8,0.4,1.3,0.4,0.2
518,198,thyme dried,276,9.1,63.9,7.4,1.7
519,199,spearmint dried,1,0.094,0.3,0.018,0.0
520,200,basil dried,2,0.2,0.3,0.027,0.054
521,201,dandelion greens cooked,35,2.1,6.7,0.6,1.7
522,202,basil fresh,2,0.2,0.2,0.089,0.064
523,203,dock,29,2.7,4.3,0.9,0.0
524,204,garden cress cooked,31,2.6,5.1,0.8,4.2
525,205,onion powder,8,0.2,1.9,0.024,0.2
526,206,dandelion greens raw,25,1.5,5.1,0.4,0.4
527,207,yokan,36,0.5,8.5,0.022,0.0
528,208,fava beans cooked,187,12.9,33.4,0.7,3.1
529,209,french beans raw,631,34.6,118.0,3.7,0.0
530,210,chickpeas canned,352,17.8,57.0,7.0,0.0
531,211,yellow beans cooked,255,16.2,44.7,1.9,0.0
532,212,mung beans cooked,212,14.2,38.7,0.8,4.0
533,213,white beans canned,299,19.0,55.5,0.8,0.8
534,214,pink beans cooked,252,15.3,47.2,0.8,0.6
535,215,pink beans raw,720,44.0,134.8,2.4,4.5
536,216,navy beans raw,701,46.4,126.4,3.1,8.1
537,217,snap beans cooked,44,2.4,9.9,0.4,1.9
538,218,black eyed cowpeas raw,131,4.3,27.3,0.5,4.4
539,219,edamame cooked,189,18.5,13.8,8.1,3.4
540,220,black eyed cowpeas cooked,160,5.2,33.5,0.6,5.3
541,221,hyacinth beans cooked,227,15.8,40.2,1.1,0.0
542,222,cowpeas canned,185,11.4,32.7,1.3,0.0
543,223,pinto beans cooked,245,15.4,44.8,1.1,0.6
544,224,winged beans cooked,253,18.3,25.7,10.0,0.0
545,225,pinto beans raw,670,41.3,120.7,2.4,4.1
546,226,black turtle beans raw,624,39.1,116.4,1.7,3.9
547,227,fava beans raw,512,39.2,87.4,2.3,8.6
548,228,lima beans canned,190,11.9,35.9,0.4,0.0
549,229,hyacinth beans raw,722,50.2,127.6,3.5,0.0
550,230,white beans raw,673,47.2,121.7,1.7,4.3
551,231,snap beans canned,66,3.5,15.4,0.4,0.0
552,232,navy beans canned,296,19.7,53.6,1.1,0.7
553,233,mung beans raw,718,49.4,129.6,2.4,13.7
554,234,adzuki beans raw,648,39.1,123.9,1.0,0.0
555,235,black turtle beans cooked,241,15.1,45.0,0.6,0.6
556,236,pink lentils raw,662,47.9,113.6,4.2,0.0
557,237,yellow beans raw,676,43.1,119.0,5.1,0.0
558,238,white beans cooked,249,17.4,44.9,0.6,0.6
559,239,lentils raw,678,49.5,115.4,2.0,3.9
560,240,cranberry beans cooked,241,16.5,43.3,0.8,0.0
561,241,chickpeas raw,728,38.6,121.3,12.1,21.4
562,242,lentils cooked,230,17.9,39.9,0.8,3.6
563,243,baked beans canned,239,12.1,53.7,0.9,20.2
564,244,cranberry beans canned,216,14.4,39.3,0.7,0.0
565,245,black beans cooked,227,15.2,40.8,0.9,0.0
566,246,lima beans cooked,216,14.7,39.3,0.7,5.5
567,247,mungo beans raw,706,52.2,122.1,3.4,0.0
568,248,pigeon peas raw,703,44.5,128.7,3.1,0.0
569,249,fava beans canned,182,14.0,31.8,0.6,0.0
570,250,yellow snap beans raw,31,1.8,7.1,0.1,0.0
571,251,snap beans raw,31,1.8,7.0,0.2,3.3
572,252,yellow snap beans canned,36,1.9,8.4,0.2,0.0
573,253,pigeon peas cooked,203,11.4,39.1,0.6,0.0
574,254,catjang cowpeas raw,573,39.8,99.6,3.5,0.0
575,255,navy beans cooked,255,15.0,47.4,1.1,0.7
576,256,mothbeans raw,672,45.0,120.6,3.2,0.0
577,257,cowpeas cooked,81,5.4,14.5,0.4,2.3
578,258,mothbeans cooked,207,13.8,37.1,1.0,0.0
579,259,french beans cooked,228,12.5,42.5,1.3,0.0
580,260,lima beans raw,602,38.2,112.8,1.2,15.1
581,261,winged beans raw,744,54.0,75.9,29.7,0.0
582,262,adzuki beans cooked,294,17.3,57.0,0.2,0.0
583,263,black beans raw,662,41.9,121.0,2.8,4.1
584,264,catjang cowpeas cooked,200,13.9,34.7,1.2,0.0
585,265,baby lima beans cooked,189,12.0,35.0,0.5,2.5
586,266,cowpeas raw,41,3.1,8.9,0.3,4.7
587,267,shellie beans canned,74,4.3,15.2,0.5,1.5
588,268,yardlong beans raw,579,40.6,103.4,2.2,0.0
589,269,pinto beans canned,197,11.0,36.4,1.3,2.4
590,270,chickpeas cooked,269,14.5,45.0,4.2,7.9
591,271,cranberry beans raw,653,44.9,117.1,2.4,0.0
592,272,mungo beans cooked,189,13.6,33.0,1.0,3.6
593,273,tamarinds,5,0.057,1.3,0.013,0.8
594,274,yellow snap beans cooked,44,2.4,9.9,0.4,4.5
595,275,yardlong beans cooked,202,14.2,36.1,0.8,0.0
596,276,bacon beef steak,146,8.2,0.2,12.5,0.2
597,277,lamb foreshank raw,912,85.8,0.0,60.7,0.0
598,278,bacon,106,3.3,0.2,10.2,0.2
599,279,lamb rib cooked,915,53.9,0.0,76.0,0.0
600,280,lamb shank raw,912,84.3,0.0,61.2,0.0
601,281,scrapple,60,2.3,4.0,3.9,0.063
602,282,chicken nuggets,61,3.2,3.0,4.1,0.039
603,283,ground lamb cooked,886,77.5,0.0,61.5,0.0
604,284,lamb meat cooked,678,63.8,0.0,45.0,0.0
605,285,meat extender,275,33.5,33.7,2.6,0.0
606,286,lamb leg raw,1043,81.2,0.0,77.4,0.0
607,287,lamb loin cooked,202,16.1,0.0,14.8,0.0
608,288,chicken patty,172,8.9,7.7,11.7,0.0
609,289,lamb shank roasted,605,71.0,0.0,33.5,0.0
610,290,barbecue loaf,40,3.6,1.5,2.0,0.0
611,291,lamb sirloin cooked,765,64.5,0.0,54.2,0.0
612,292,poultry salad,26,1.5,1.0,1.8,0.0
613,293,ground lamb raw,80,4.7,0.0,6.6,0.0
614,294,lamb loin raw,88,4.6,0.0,7.5,0.0
615,295,lamb sirloin raw,1234,76.8,0.0,100.3,0.0
616,296,sausage patty mcdonalds,115,4.3,0.4,11.2,0.1
617,297,lamb foreshank cooked,360,42.0,0.0,19.9,0.0
618,298,ham salad,97,3.9,4.8,7.0,0.0
619,299,lamb rib raw,1687,65.9,0.0,156.0,0.0
620,300,lamb shoulder raw,1198,75.2,0.0,97.3,0.0
621,301,lamb meat raw,1102,79.6,0.0,84.6,0.0
622,302,lamb shoulder cooked,750,62.5,0.0,53.5,0.0
623,303,mutton cooked,66,9.5,0.027,3.1,0.0
624,304,lamb leg cooked,684,67.7,0.0,43.7,0.0
625,305,beef stick,110,4.3,1.1,9.9,0.0
626,306,veal sirloin cooked,517,64.1,0.0,26.9,0.0
627,307,veal rib cooked,444,57.4,0.0,22.2,0.0
628,308,veal meat cooked,483,62.9,0.0,23.8,0.0
629,309,beef rib roasted,238,15.4,0.0,19.1,0.0
630,310,veal sirloin raw,689,86.5,0.0,35.4,0.0
631,311,beef top loin filet grilled,323,37.0,0.8,19.0,0.0
632,312,beef under blade steak cooked,983,140.8,0.0,46.7,0.0
633,313,mock tender steak raw,244,42.2,0.0,8.3,0.0
634,314,ground beef cooked,375,35.5,0.0,24.8,0.0
635,315,ground beef raw,1506,65.1,0.0,136.1,0.0
636,316,beef diced asda,48,0.0,10.5,0.7,0.054
637,317,veal rib raw,735,85.5,0.0,40.9,0.0
638,318,ground veal raw,41,5.5,0.0,1.9,0.0
639,319,t bone steak cooked,1049,89.3,0.0,74.1,0.0
640,320,veal leg round raw,531,95.2,0.0,14.0,0.0
641,321,beef top sirloin steak raw,1222,123.4,0.0,77.3,0.0
642,322,beef plate steak grilled,508,47.1,0.0,35.6,0.0
643,323,ground veal cooked,514,72.9,0.0,22.6,0.0
644,324,veal leg round cooked,574,98.4,0.0,17.2,0.0
645,325,porterhouse steak raw,1170,81.6,0.0,91.1,0.0
646,326,veal shank raw,513,86.9,0.0,15.8,0.0
647,327,veal breast cooked,753,76.3,0.0,47.5,0.0
648,328,corned beef canned,53,5.7,0.0,3.1,0.0
649,329,rib eye steak grilled,680,62.4,0.0,47.7,0.0
650,330,veal shoulder raw,0,0.0,0.0,0.0,0.0
651,331,t bone steak raw,1052,85.7,0.0,76.3,0.0
652,332,sirloin steak,324,49.5,0.0,14.1,0.0
653,333,mock tender steak cooked,137,21.9,0.0,4.9,0.0
654,334,beef round steak cooked,385,64.8,0.0,12.1,0.0
655,335,chuck blade roast raw,1125,77.8,0.0,88.0,0.0
656,336,beef shoulder steak raw,349,48.2,0.0,17.3,0.0
657,337,beef top blade cooked,184,21.9,0.0,10.0,0.0
658,338,corned beef cooked,53,3.8,0.006,4.0,0.0
659,339,beef round steak raw,753,100.1,0.0,36.0,0.0
660,340,beef shoulder steak grilled,155,24.0,0.0,5.8,0.0
661,341,chuck eye steak raw,856,72.4,0.0,62.8,0.0
662,342,beef bottom round steak cooked,980,155.8,0.0,35.1,0.0
663,343,porterhouse steak cooked,235,20.4,0.0,16.4,0.0
664,344,beef under blade steak raw,1235,126.8,0.0,80.8,0.0
665,345,beef plate steak raw,617,47.8,0.9,46.8,0.0
666,346,beef meat canned,111,9.2,0.0,7.9,0.0
667,347,beef breakfast strips raw,92,2.8,0.2,8.8,0.0
668,348,beef brisket cooked,589,46.0,0.0,43.6,0.0
669,349,corned beef raw,898,66.6,0.6,67.6,0.0
670,350,beef mince meat asda,55,0.0,6.8,3.1,0.054
671,351,pastrami beef fat free,9,1.9,0.1,0.1,0.0
672,352,rib eye steak raw,743,62.8,0.4,54.5,0.0
673,353,beef tenderloin steak cooked,374,37.0,0.0,24.0,0.0
674,354,chuck blade roast cooked,842,66.1,0.0,62.0,0.0
675,355,cured beef dried,4,0.9,0.06,0.019,0.006
676,356,beef flank steak cooked,380,51.8,0.0,17.5,0.0
677,357,chuck eye steak grilled,853,76.9,0.0,60.5,0.0
678,358,veal meat raw,653,87.8,0.0,30.7,0.0
679,359,veal loin cooked,80,8.5,0.0,4.9,0.0
680,360,veal loin raw,46,5.3,0.0,2.6,0.0
681,361,veal shoulder cooked,435,61.2,0.0,19.4,0.0
682,362,beef tenderloin steak raw,405,32.2,0.0,29.8,0.0
683,363,veal shank cooked,371,61.2,0.0,12.0,0.0
684,364,beef brisket raw,1139,83.6,0.0,86.5,0.0
685,365,pastrami beef,104,15.5,0.3,4.1,0.08
686,366,beef flank steak raw,47,6.0,0.0,2.3,0.0
687,367,beef top sirloin steak cooked,430,47.7,0.0,25.2,0.0
688,368,veal breast raw,943,79.2,0.0,66.9,0.0
689,369,beef rib raw,1433,73.8,0.0,123.8,0.0
690,370,beef jerky,82,6.6,2.2,5.1,1.8
691,371,beef breakfast strips cooked,51,3.5,0.2,3.9,0.0
692,372,pork olive loaf,66,3.3,2.6,4.6,0.0
693,373,beef luncheon meat jellied,31,5.3,0.0,0.9,0.0
694,374,turkey pastrami,38,4.6,0.5,1.8,1.0
695,375,pork salami,41,2.3,0.2,3.4,0.0
696,376,canadian style bacon raw,45,5.9,0.5,2.0,0.0
697,377,honey loaf,85,9.9,2.6,3.6,2.6
698,378,pork beef salami,37,2.1,0.076,3.1,0.008
699,379,beef pork bologna,92,4.6,1.6,7.4,1.3
700,380,pork beef salami cooked,41,2.7,0.3,3.2,0.1
701,381,pork breakfast strips raw,88,2.7,0.2,8.4,0.0
702,382,pickle pimiento loaf,86,4.3,3.2,6.1,3.2
703,383,luxury loaf,39,5.2,1.4,1.3,0.0
704,384,mortadella,47,2.5,0.5,3.8,0.0
705,385,pork bologna,69,4.3,0.2,5.6,0.0
706,386,turkey salami cooked,9,1.0,0.081,0.5,0.063
707,387,pepperoni beef,10,0.5,0.0,0.9,0.0
708,388,peppered loaf,42,4.9,1.3,1.8,1.3
709,389,luncheon meat beef,10,1.8,0.0,0.3,0.0
710,390,lebanon bologna,98,10.8,0.3,6.0,0.0
711,391,chicken pork bologna,94,2.9,1.2,8.6,0.0
712,392,turkey roll,40,4.9,0.6,1.9,0.0
713,393,beef salami cooked,68,3.3,0.5,5.8,0.4
714,394,yachtwurst cooked,150,8.3,0.8,12.7,0.0
715,395,italian salami,43,2.2,0.1,3.7,0.1
716,396,turkey ham,38,5.5,0.3,1.6,0.1
717,397,turkey bologna,59,3.2,1.3,4.5,0.8
718,398,sliced turkey breast,17,2.4,0.4,0.6,0.1
719,399,luncheon meat pork beef,99,3.5,0.7,9.0,0.0
720,400,beef bologna,90,3.3,1.3,7.8,0.6
721,401,turkey bacon cooked,313,24.3,2.5,22.9,0.0
722,402,ground emu cooked,178,31.0,0.0,5.1,0.0
723,403,ostrich leg raw,94,19.0,0.0,1.5,0.0
724,404,ostrich strip raw,108,20.1,0.0,2.4,0.0
725,405,emu fillet cooked,607,123.2,0.0,9.1,0.0
726,406,ostrich tenderloin raw,105,18.8,0.0,2.7,0.0
727,407,emu drums cooked,649,134.7,0.0,8.4,0.0
728,408,green turtle raw,25,5.6,0.0,0.1,0.0
729,409,ground bison cooked,448,63.6,0.0,21.6,0.0
730,410,goat meat raw,494,93.4,0.0,10.5,0.0
731,411,ground emu raw,157,26.6,0.0,4.7,0.0
732,412,ground ostrich raw,180,22.0,0.0,9.5,0.0
733,413,ostrich tip cooked,123,24.2,0.0,2.2,0.0
734,414,caribou cooked,210,38.0,0.0,6.4,0.0
735,415,ground ostrich cooked,163,24.3,0.0,6.6,0.0
736,416,ostrich leg cooked,120,24.7,0.0,1.6,0.0
737,417,ostrich top loin cooked,132,23.9,0.0,3.3,0.0
738,418,ostrich strip cooked,139,25.0,0.0,3.6,0.0
739,419,ostrich tip raw,97,18.6,0.0,2.0,0.0
740,420,ostrich round raw,99,18.7,0.0,2.0,0.0
741,421,ground bison raw,124,17.2,0.099,6.1,0.0
742,422,ostrich fan raw,99,18.5,0.0,2.3,0.0
743,423,ostrich top loin raw,101,18.4,0.0,2.5,0.0
744,424,veal brain cooked,461,38.9,0.0,32.6,0.0
745,425,veal tongue cooked,515,65.9,0.0,25.8,0.0
746,426,beef heart cooked,47,8.1,0.057,1.3,0.0
747,427,turkey liver cooked,100,14.3,0.0,4.3,0.0
748,428,veal thymus cooked,35,6.4,0.0,0.9,0.0
749,429,beef brain cooked,688,44.1,0.0,55.6,0.0
750,430,beef pancreas cooked,602,60.2,0.0,38.2,0.0
751,431,beef tripe cooked,80,10.0,1.7,3.4,0.0
752,432,chicken gizzard cooked,223,44.1,0.0,3.9,0.0
753,433,pork pancreas cooked,537,69.8,0.0,26.5,0.0
754,434,beef tongue cooked,80,5.5,0.0,6.3,0.0
755,435,lamb heart cooked,353,47.7,3.7,15.1,0.0
756,436,beef spleen cooked,447,77.3,0.0,12.9,0.0
757,437,veal kidneys cooked,300,48.4,0.0,10.4,0.0
758,438,chicken heart cooked,268,38.3,0.1,11.5,0.0
759,439,lamb tongue cooked,701,55.0,0.0,51.7,0.0
760,440,veal heart cooked,368,57.7,0.3,13.4,0.0
761,441,chicken liver cooked,76,11.3,0.5,2.8,0.0
762,442,lamb pancreas cooked,541,52.7,0.0,34.9,0.0
763,443,veal spleen cooked,445,83.1,0.0,10.0,0.0
764,444,lamb liver cooked,739,102.7,8.5,29.6,0.0
765,445,turkey gizzard cooked,70,11.9,0.0,2.1,0.0
766,446,lamp spleen cooked,460,78.1,0.0,14.1,0.0
767,447,turkey heart cooked,35,5.0,0.0,1.5,0.0
768,448,beef liver cooked,130,19.8,3.5,3.6,0.0
769,449,lamb lungs cooked,431,75.7,0.0,11.8,0.0
770,450,pork brain cooked,527,46.4,0.0,36.3,0.0
771,451,goose liver,125,15.4,5.9,4.0,0.0
772,452,pork kidneys cooked,211,35.6,0.0,6.6,0.0
773,453,lamb brain cooked,503,43.5,0.0,35.3,0.0
774,454,pork heart cooked,215,34.2,0.6,7.3,0.0
775,455,lamb kidneys cooked,349,60.3,2.5,9.2,0.0
776,456,beef lungs cooked,364,61.8,0.0,11.2,0.0
777,457,veal pancreas cooked,614,69.8,0.0,35.0,0.0
778,458,pork liver cooked,584,92.1,13.3,15.6,0.0
779,459,beef kidneys cooked,45,7.7,0.0,1.3,0.0
780,460,turkey giblets cooked,164,25.1,0.0,6.3,0.0
781,461,duck liver raw,60,8.2,1.6,2.0,0.0
782,462,veal liver cooked,154,22.7,3.0,5.0,0.0
783,463,pork lungs cooked,297,49.8,0.0,9.3,0.0
784,464,veal lungs cooked,312,56.2,0.0,7.9,0.0
785,465,beef thymus cooked,1215,83.2,0.0,95.2,0.0
786,466,ham,46,4.6,1.0,2.5,0.3
787,467,pork meat cooked,283,14.1,0.0,14.1,0.0
788,468,bacon roasted,43,3.0,0.1,3.3,0.0
789,469,pork top loin roasts raw,3644,468.4,0.0,182.8,0.0
790,470,pork blade roll raw,76,4.7,0.0,6.2,0.0
791,471,pork backribs raw,2399,204.2,0.0,174.9,0.0
792,472,pork spareribs cooked,703,51.4,0.0,53.6,0.0
793,473,pork stomach cooked,44,6.1,0.029,2.1,0.0
794,474,honey smoked ham cooked,67,9.9,4.0,1.3,0.0
795,475,boston butt steak raw,844,79.0,0.0,56.1,0.0
796,476,pork sirloin chops cooked,140,23.3,0.0,4.5,0.0
797,477,pork country style ribs raw,242,24.8,0.0,15.1,0.0
798,478,ham patties,205,8.3,1.1,18.3,0.0
799,479,pork feet cooked,67,6.2,0.0,4.5,0.0
800,480,ground pork cooked,930,80.4,0.0,65.0,0.0
801,481,pork centre loin chops cooked,328,40.2,0.0,17.4,0.0
802,482,pork leg cap steak cooked,307,53.5,0.0,8.6,0.0
803,483,pork blade chops raw,376,55.8,0.0,15.4,0.0
804,484,pork tenderloin raw,606,104.3,0.0,17.8,0.0
805,485,pork sirloin chops raw,1090,205.5,0.0,23.3,0.0
806,486,pork leg cap steak raw,284,50.0,0.0,7.8,0.0
807,487,pork carcass raw,1706,63.1,0.0,159.1,0.0
808,488,pork splean cooked,446,84.3,0.0,9.6,0.0
809,489,chopped ham,50,4.6,1.2,2.9,0.0
810,490,pork centre loin chops raw,338,41.2,0.0,18.0,0.0
811,491,pork blade chops cooked,265,32.4,1.1,14.6,0.0
812,492,boston butt steak cooked,494,46.4,0.0,32.7,0.0
813,493,pork meat raw,179,2.6,0.0,18.6,0.0
814,494,pork top loin chops raw,287,39.9,0.0,12.8,0.0
815,495,pork blade steak braised,694,68.2,0.087,44.7,0.0
816,496,pork boston steaks cooked,438,43.2,0.0,28.1,0.0
817,497,bacon cooked,43,3.5,0.068,3.1,0.0
818,498,pickled pork hocks,48,5.4,0.0,3.0,0.0
819,499,pork boston roast cooked,705,60.5,0.0,49.4,0.0
820,500,canadian style bacon grilled,43,5.7,0.3,2.0,0.0
821,501,ham steak,70,11.1,0.0,2.4,0.0
822,502,pork backfat,3683,13.2,0.0,402.3,0.0
823,503,bacon baked,44,2.9,0.1,3.5,0.0
824,504,pork arm picnic raw,5298,513.6,0.0,343.4,0.0
825,505,salt pork raw,212,1.4,0.0,22.8,0.0
826,506,pork arm picnic cooked,5292,560.3,0.0,322.7,0.0
827,507,pork top loin chops cooked,270,39.4,0.0,11.2,0.0
828,508,ground pork raw,329,21.1,0.0,26.5,0.0
829,509,pork shoulder raw,1070,77.9,0.0,81.6,0.0
830,510,pork chitterlings cooked,66,3.5,0.0,5.8,0.0
831,511,pork breakfast strips cooked,52,3.3,0.1,4.1,0.0
832,512,pork blade roll roasted,1079,65.0,1.4,88.3,0.0
833,513,pork tail cooked,1089,46.8,0.0,98.5,0.0
834,514,pork centre rib roasts raw,275,44.0,0.0,9.7,0.0
835,515,pork centre rib roasts roasted,1942,211.3,0.0,114.9,0.0
836,516,minced ham,55,3.4,0.4,4.3,0.0
837,517,ham roasted,316,28.7,0.6,21.3,0.0
838,518,pork loin raw,232,23.1,0.0,14.7,0.0
839,519,pork backribs roasted,2564,202.0,0.0,188.9,0.0
840,520,pork belly raw,2350,42.4,0.0,240.5,0.0
841,521,ham raw,266,23.8,0.046,18.2,0.0
842,522,ham extra lean,45,5.1,0.6,2.3,0.0
843,523,pork feet pickled,635,52.8,0.029,45.5,0.0
844,524,pork shoulder cooked,394,31.4,0.0,28.9,0.0
845,525,pork top loin roasts roasted,1628,224.3,0.0,74.8,0.0
846,526,pork skin,154,17.3,0.0,8.9,0.0
847,527,pork country style ribs cooked,235,22.8,0.0,15.2,0.0
848,528,pork blade steak raw,664,67.6,0.6,43.7,0.0
849,529,pork tenderloin cooked,153,22.7,0.0,6.2,0.0
850,530,pork loin cooked,213,24.2,0.0,12.1,0.0
851,531,pork ears cooked,184,17.7,0.2,12.0,0.0
852,532,pork tongue cooked,626,55.7,0.0,43.0,0.0
853,533,pork spareribs raw,3593,200.6,0.0,303.5,0.0
854,534,ham patties grilled,205,8.0,1.0,18.5,0.0
855,535,chicken skin roasted,508,22.8,0.0,45.6,0.0
856,536,turkey breast raw,3554,495.6,0.0,158.9,0.0
857,537,ground turkey raw,169,22.4,0.0,8.7,0.0
858,538,chicken wing cooked,52,4.8,0.0,3.5,0.0
859,539,turkey roast roasted,209,28.8,4.1,7.8,0.0
860,540,pheasant meat raw,1448,181.6,0.0,74.3,0.0
861,541,chicken back raw,188,8.3,0.0,17.0,0.0
862,542,chicken back cooked,93,8.0,0.0,6.5,0.0
863,543,chicken leg fried,431,34.4,13.8,25.5,0.0
864,544,chicken feet cooked,975,88.0,0.9,66.2,0.0
865,545,turkey steak fried,179,9.1,10.9,10.8,0.0
866,546,turkey taco meat cooked,271,30.7,5.5,13.9,0.0
867,547,chicken leg raw,736,56.3,0.6,54.9,0.0
868,548,chicken meat raw,1978,171.1,0.0,138.6,0.0
869,549,chicken neck cooked,94,7.5,0.0,6.9,0.0
870,550,chicken drumstick fried,193,15.8,6.0,11.3,0.0
871,551,quail egg,14,1.2,0.08,1.0,0.048
872,552,duck meat cooked,472,26.6,0.0,39.7,0.0
873,553,chicken wing roasted,216,20.2,0.0,14.3,0.0
874,554,quail meat cooked,1028,113.7,0.0,63.9,0.0
875,555,goose meat cooked,427,35.2,0.0,30.7,0.0
876,556,chicken breast cooked,114,17.3,0.0,4.5,0.0
877,557,chicken neck raw,149,7.0,0.0,13.1,0.0
878,558,duck egg,130,9.0,1.0,9.6,0.7
879,559,pheasant breast raw,484,88.7,0.0,11.8,0.0
880,560,duck meat raw,5123,145.7,0.0,498.8,0.0
881,561,squab meat raw,585,36.8,0.0,47.4,0.0
882,562,chicken drumstick raw,211,23.4,0.1,12.4,0.0
883,563,turkey meat roasted,284,42.8,0.031,11.1,0.0
884,564,chicken breast raw,299,36.3,0.0,16.1,0.0
885,565,ground chicken cooked,474,58.4,0.0,27.4,0.0
886,566,turkey wing cooked,426,50.9,0.0,23.1,0.0
887,567,goose meat raw,6077,259.8,0.0,550.7,0.0
888,568,turkey breast roasted,3266,496.1,0.0,128.0,0.0
889,569,chicken fajita strips,13,1.7,0.2,0.5,0.0
890,570,crispy chicken strips tyson,145,0.0,0.0,6.0,0.0
891,0,chocolate pudding fat free,105,2.2,23.6,0.3,17.8
892,1,tapioca pudding,143,2.1,23.9,4.3,16.4
893,2,tapioca pudding fat free,105,1.6,23.9,0.4,15.9
894,3,rice pudding,122,3.6,20.8,2.4,13.1
895,4,corn pudding,328,11.1,42.4,12.6,16.5
896,5,chocolate pudding,213,3.1,34.5,6.9,25.8
897,6,lemon pudding,173,4.1,30.2,4.4,0.0
898,7,vanilla pudding,195,2.2,33.9,5.7,25.5
899,8,profeel proteiinirahka valio,140,175.0,19.3,0.4,0.2
900,9,cottage cheese creamed,20,2.2,0.7,0.9,0.5
901,10,zaziki milfina,51,0.0,0.0,4.4,0.0
902,11,cottage cheese low fat,163,28.0,6.1,2.3,6.1
903,12,cottage cheese nonfat,104,15.0,9.7,0.4,2.7
904,13,vanilla yogurt low fat,208,12.1,33.8,3.1,33.8
905,14,classique yogurt plain 2 liberte,30,3.3,1.7,1.2,1.7
906,15,yoplait light strawberry yogurt yoplait,79,0.0,0.074,0.0,0.0
907,16,vanilla yogurt,145,8.4,23.5,2.1,23.5
908,17,chocolate yogurt,168,5.3,35.3,0.0,22.5
909,18,yogurt parfait,125,5.0,23.6,1.5,17.4
910,19,yogurt,92,5.2,7.0,4.9,7.0
911,20,chocolate frozen yogurt,221,5.2,37.6,6.3,33.5
912,21,frozen yogurt,221,5.2,37.6,6.3,34.7
913,22,yogurt low fat,154,12.9,17.2,3.8,17.2
914,23,vanilla yoghurt oikos,120,0.0,0.0,1.8,0.0
915,24,fruit yogurt,149,6.0,28.0,1.7,28.0
916,25,danone low fat alsafi,88,0.0,0.089,1.7,255.0
917,26,fruit n yogurt parfait mcdonalds,156,4.1,30.9,1.9,19.1
918,27,triple zero greek yogurt dannon oikos,120,0.038,22.5,0.0,6.0
919,28,greek yogurt,100,17.3,6.1,0.7,5.5
920,29,chocolate rasberry protein mini proteinfx,102,0.0,0.0,2.9,0.0
921,30,gushers fruit gushers,360,0.0,0.2,6.0,0.0
922,31,egg fried,90,6.3,0.4,6.8,0.2
923,32,glucerna abbott,1010,0.0,120.9,35.6,49.8
924,33,sports drink,26,0.0,7.2,0.0,0.0
925,34,peanut butter cookie protein syntha 6,200,0.0,5.0,6.0,0.0
926,35,hanfprotein pulver rohkostqualitat veganz,107,0.0,14.2,3.1,0.057
927,36,smoothie high protein creamy chocolate slimfast,110,12.0,2.1,3.5,1.0
928,37,egg large,138,0.0,0.0,9.3,0.0
929,38,boysenberries frozen,66,1.5,16.1,0.3,9.1
930,39,malt beverage,88,0.5,19.1,0.3,19.1
931,40,chocolate powder for milk,88,1.0,19.9,0.5,18.0
932,41,vegetable fruit juice,9,0.071,2.2,0.017,0.6
933,42,cocoa powder unsweetened,12,1.1,3.1,0.7,0.087
